excel_row,column,before,after,species_on_that_row
2795,subfamily (A),,Orchidoideae,picta
2796,genus (E),,Ophrys,promontorii
2796,subfamily (A),,Orchidoideae,promontorii
2797,genus (E),,Ophrys,provincialis
2797,subfamily (A),,Orchidoideae,provincialis
2798,subfamily (A),,Orchidoideae,regis-ferdinandii
2799,genus (E),,Ophrys,reinhardiorum
2799,subfamily (A),,Orchidoideae,reinhardiorum
2800,genus (E),,Ophrys,reinholdii
2800,subfamily (A),,Orchidoideae,reinholdii
2801,genus (E),,Ophrys,sabulosa
2801,subfamily (A),,Orchidoideae,sabulosa
2802,genus (E),,Ophrys,saliarisii
2802,subfamily (A),,Orchidoideae,saliarisii
2803,genus (E),,Ophrys,saratoi
2803,subfamily (A),,Orchidoideae,saratoi
2804,genus (E),,Ophrys,scolopax
2804,subfamily (A),,Orchidoideae,scolopax
2805,genus (E),,Ophrys,serotina
2805,subfamily (A),,Orchidoideae,serotina
2806,genus (E),,Ophrys,sicula
2806,subfamily (A),,Orchidoideae,sicula
2807,genus (E),,Ophrys,sipontensis
2807,subfamily (A),,Orchidoideae,sipontensis
2808,subfamily (A),,Orchidoideae,sitiaca
2809,genus (E),,Ophrys,speculum
2809,subfamily (A),,Orchidoideae,speculum
2810,genus (E),,Ophrys,sphegifera
2810,subfamily (A),,Orchidoideae,sphegifera
2811,genus (E),,Ophrys,sphegodes
2811,subfamily (A),,Orchidoideae,sphegodes
2812,genus (E),,Ophrys,splendida
2812,subfamily (A),,Orchidoideae,splendida
2813,genus (E),,Ophrys,spruneri
2813,subfamily (A),,Orchidoideae,spruneri
2814,genus (E),,Ophrys,subinsectifera
2814,subfamily (A),,Orchidoideae,subinsectifera
2815,genus (E),,Ophrys,sulcata
2815,subfamily (A),,Orchidoideae,sulcata
2816,genus (E),,Ophrys,tardans
2816,subfamily (A),,Orchidoideae,tardans
2817,genus (E),,Ophrys,tarentina
2817,subfamily (A),,Orchidoideae,tarentina
2818,subfamily (A),,Orchidoideae,tarquinia
2819,genus (E),,Ophrys,tenthredinifera
2819,subfamily (A),,Orchidoideae,tenthredinifera
2820,genus (E),,Ophrys,tetraloniae
2820,subfamily (A),,Orchidoideae,tetraloniae
2821,genus (E),,Ophrys,thriptiensis
2821,subfamily (A),,Orchidoideae,thriptiensis
2822,genus (E),,Ophrys,tommasinii
2822,subfamily (A),,Orchidoideae,tommasinii
2823,genus (E),,Ophrys,transhyrcana
2823,subfamily (A),,Orchidoideae,transhyrcana
2824,genus (E),,Ophrys,ulupinara
2824,subfamily (A),,Orchidoideae,ulupinara
2825,genus (E),,Ophrys,umbilicata
2825,subfamily (A),,Orchidoideae,umbilicata
2826,genus (E),,Ophrys,untchjii
2826,subfamily (A),,Orchidoideae,untchjii
2827,genus (E),,Ophrys,urteae
2827,subfamily (A),,Orchidoideae,urteae
2828,subfamily (A),,Orchidoideae,vallesiana
2829,genus (E),,Ophrys,vasconica
2829,subfamily (A),,Orchidoideae,vasconica
2830,genus (E),,Ophrys,vernixia
2830,subfamily (A),,Orchidoideae,vernixia
2831,genus (E),,Ophrys,villosa
2831,subfamily (A),,Orchidoideae,villosa
2832,genus (E),,Ophrys,zonata
2832,subfamily (A),,Orchidoideae,zonata
2834,genus (E),,Orchis,anthropophora
2834,subfamily (A),,Orchidoideae,anthropophora
2835,genus (E),,Orchis,collina
2835,subfamily (A),,Orchidoideae,collina
2836,genus (E),,Orchis,galilaea
2836,subfamily (A),,Orchidoideae,galilaea
2837,genus (E),,Orchis,italica
2837,subfamily (A),,Orchidoideae,italica
2838,genus (E),,Orchis,mascula
2838,subfamily (A),,Orchidoideae,mascula
2839,genus (E),,Orchis,militaris
2839,subfamily (A),,Orchidoideae,militaris
2840,genus (E),,Orchis,ovalis
2840,subfamily (A),,Orchidoideae,ovalis
2841,genus (E),,Orchis,pallens
2841,subfamily (A),,Orchidoideae,pallens
2842,subfamily (A),,Orchidoideae,patens ssp brevicornis
2843,genus (E),,Orchis,pauciflora
2843,subfamily (A),,Orchidoideae,pauciflora
2844,genus (E),,Orchis,provincialis
2844,subfamily (A),,Orchidoideae,provincialis
2845,genus (E),,Orchis,punctulata
2845,subfamily (A),,Orchidoideae,punctulata
2846,genus (E),,Orchis,purpurea
2846,subfamily (A),,Orchidoideae,purpurea
2847,genus (E),,Orchis,quadripunctata
2847,subfamily (A),,Orchidoideae,quadripunctata
2848,genus (E),,Orchis,simia
2848,subfamily (A),,Orchidoideae,simia
2849,genus (E),,Orchis,spitzelii
2849,subfamily (A),,Orchidoideae,spitzelii
2850,subfamily (A),,Orchidoideae,susannae
2851,subfamily (A),,Orchidoideae,constrictus
2852,genus (E),,Peristylus,goodyeroides
2852,subfamily (A),,Orchidoideae,goodyeroides
2853,genus (E),,Peristylus,grandis
2853,subfamily (A),,Orchidoideae,grandis
2855,genus (E),,Platanthera,bifolia
2855,subfamily (A),,Orchidoideae,bifolia
2856,genus (E),,Platanthera,blephariglottis
2856,subfamily (A),,Orchidoideae,blephariglottis
2857,genus (E),,Platanthera,blumei
2857,subfamily (A),,Orchidoideae,blumei
2858,genus (E),,Platanthera,boninensis
2858,subfamily (A),,Orchidoideae,boninensis
2859,genus (E),,Platanthera,brevicalcarata
2859,subfamily (A),,Orchidoideae,brevicalcarata
2860,genus (E),,Platanthera,chapmanii
2860,subfamily (A),,Orchidoideae,chapmanii
2861,genus (E),,Platanthera,chlorantha
2861,subfamily (A),,Orchidoideae,chlorantha
2862,genus (E),,Platanthera,chorisiana
2862,subfamily (A),,Orchidoideae,chorisiana
2863,subfamily (A),,Orchidoideae,ciliaris
2864,genus (E),,Platanthera,clavellata
2864,subfamily (A),,Orchidoideae,clavellata
2865,genus (E),,Platanthera,convallariifolia
2865,subfamily (A),,Orchidoideae,convallariifolia
2866,genus (E),,Platanthera,cristata
2866,subfamily (A),,Orchidoideae,cristata
2867,genus (E),,Platanthera,dilatata
2867,subfamily (A),,Orchidoideae,dilatata
2868,genus (E),,Platanthera,elegans
2868,subfamily (A),,Orchidoideae,elegans
2869,genus (E),,Platanthera,elongata
2869,subfamily (A),,Orchidoideae,elongata
2870,genus (E),,Platanthera,flava
2870,subfamily (A),,Orchidoideae,flava
2871,genus (E),,Platanthera,florentii
2871,subfamily (A),,Orchidoideae,florentii
2872,genus (E),,Platanthera,grandiflora
2872,subfamily (A),,Orchidoideae,grandiflora
2873,subfamily (A),,Orchidoideae,hologlottis
2874,genus (E),,Platanthera,huronensis
2874,subfamily (A),,Orchidoideae,huronensis
2875,genus (E),,Platanthera,hyperborea
2875,subfamily (A),,Orchidoideae,hyperborea
2876,genus (E),,Platanthera,iinumae
2876,subfamily (A),,Orchidoideae,iinumae
2877,genus (E),,Platanthera,integra
2877,subfamily (A),,Orchidoideae,integra
2878,genus (E),,Platanthera,integrilabia
2878,subfamily (A),,Orchidoideae,integrilabia
2879,genus (E),,Platanthera,japonica
2879,subfamily (A),,Orchidoideae,japonica
2880,genus (E),,Platanthera,lacera
2880,subfamily (A),,Orchidoideae,lacera
2881,genus (E),,Platanthera,leucophaea
2881,subfamily (A),,Orchidoideae,leucophaea
2882,genus (E),,Platanthera,macrophylla
2882,subfamily (A),,Orchidoideae,macrophylla
2883,subfamily (A),,Orchidoideae,mandarinorum
2884,genus (E),,Platanthera,metabifolia
2884,subfamily (A),,Orchidoideae,metabifolia
2885,genus (E),,Platanthera,minor
2885,subfamily (A),,Orchidoideae,minor
2886,genus (E),,Platanthera,obtusata
2886,subfamily (A),,Orchidoideae,obtusata
2887,genus (E),,Platanthera,okuboi
2887,subfamily (A),,Orchidoideae,okuboi
2888,genus (E),,Platanthera,orbiculata
2888,subfamily (A),,Orchidoideae,orbiculata
2889,genus (E),,Platanthera,peramoena
2889,subfamily (A),,Orchidoideae,peramoena
2890,genus (E),,Platanthera,praeclara
2890,subfamily (A),,Orchidoideae,praeclara
2891,genus (E),,Platanthera,psycodes
2891,subfamily (A),,Orchidoideae,psycodes
2892,genus (E),,Platanthera,sachalinensis
2892,subfamily (A),,Orchidoideae,sachalinensis
2893,subfamily (A),,Orchidoideae,sparsiflora
2894,genus (E),,Platanthera,stricta
2894,subfamily (A),,Orchidoideae,stricta
2895,genus (E),,Platanthera,tipuloides
2895,subfamily (A),,Orchidoideae,tipuloides
2896,genus (E),,Platanthera,transversa
2896,subfamily (A),,Orchidoideae,transversa
2897,genus (E),,Platanthera,unalascensis
2897,subfamily (A),,Orchidoideae,unalascensis
2898,genus (E),,Platanthera,ussuriensis
2898,subfamily (A),,Orchidoideae,ussuriensis
2899,genus (E),,Platanthera,yadonii
2899,subfamily (A),,Orchidoideae,yadonii
2901,genus (E),,Platycoryne,pervillei
2901,subfamily (A),,Orchidoideae,pervillei
2903,genus (E),,Ponerorchis,cucullata
2903,subfamily (A),,Orchidoideae,cucullata
2906,genus (E),,Satyrium,amoenum
2906,subfamily (A),,Orchidoideae,amoenum
2907,genus (E),,Satyrium,bicallosum
2907,subfamily (A),,Orchidoideae,bicallosum
2908,genus (E),,Satyrium,bicorne
2908,subfamily (A),,Orchidoideae,bicorne
2909,genus (E),,Satyrium,bracteatum
2909,subfamily (A),,Orchidoideae,bracteatum
2910,genus (E),,Satyrium,carneum
2910,subfamily (A),,Orchidoideae,carneum
2911,genus (E),,Satyrium,ciliatum
2911,subfamily (A),,Orchidoideae,ciliatum
2912,genus (E),,Satyrium,coriifolium
2912,subfamily (A),,Orchidoideae,coriifolium
2913,genus (E),,Satyrium,crassicaule
2913,subfamily (A),,Orchidoideae,crassicaule
2914,subfamily (A),,Orchidoideae,cristatum var. cristatum
2915,genus (E),,Satyrium,critatum var. longilabiatum
2915,subfamily (A),,Orchidoideae,critatum var. longilabiatum
2916,genus (E),,Satyrium,erectum
2916,subfamily (A),,Orchidoideae,erectum
2917,genus (E),,Satyrium,hallackii
2917,subfamily (A),,Orchidoideae,hallackii
2918,genus (E),,Satyrium,jacottetiae
2918,subfamily (A),,Orchidoideae,jacottetiae
2919,genus (E),,Satyrium,ligulatum
2919,subfamily (A),,Orchidoideae,ligulatum
2920,genus (E),,Satyrium,longicauda
2920,subfamily (A),,Orchidoideae,longicauda
2921,genus (E),,Satyrium,longicolle
2921,subfamily (A),,Orchidoideae,longicolle
2922,genus (E),,Satyrium,macrophyllum
2922,subfamily (A),,Orchidoideae,macrophyllum
2923,genus (E),,Satyrium,membranaceum
2923,subfamily (A),,Orchidoideae,membranaceum
2924,subfamily (A),,Orchidoideae,microrrhynchum
2925,genus (E),,Satyrium,monadenum
2925,subfamily (A),,Orchidoideae,monadenum
2926,genus (E),,Satyrium,neglectum
2926,subfamily (A),,Orchidoideae,neglectum
2927,genus (E),,Satyrium,neglectum ssp woodii
2927,subfamily (A),,Orchidoideae,neglectum ssp woodii
2928,genus (E),,Satyrium,nepalense
2928,subfamily (A),,Orchidoideae,nepalense
2929,genus (E),,Satyrium,outeniquense
2929,subfamily (A),,Orchidoideae,outeniquense
2930,genus (E),,Satyrium,parviflorum
2930,subfamily (A),,Orchidoideae,parviflorum
2931,genus (E),,Satyrium,princeae
2931,subfamily (A),,Orchidoideae,princeae
2932,genus (E),,Satyrium,princeps
2932,subfamily (A),,Orchidoideae,princeps
2933,genus (E),,Satyrium,pumilum
2933,subfamily (A),,Orchidoideae,pumilum
2934,genus (E),,Satyrium,rhodanthum
2934,subfamily (A),,Orchidoideae,rhodanthum
2935,subfamily (A),,Orchidoideae,rhynchanthum
2936,genus (E),,Satyrium,rupestre
2936,subfamily (A),,Orchidoideae,rupestre
2937,genus (E),,Satyrium,sceptrum
2937,subfamily (A),,Orchidoideae,sceptrum
2938,genus (E),,Satyrium,situsanguineum
2938,subfamily (A),,Orchidoideae,situsanguineum
2939,genus (E),,Satyrium,sphaerocarpum
2939,subfamily (A),,Orchidoideae,sphaerocarpum
2940,genus (E),,Satyrium,stenopetalum
2940,subfamily (A),,Orchidoideae,stenopetalum
2941,genus (E),,Satyrium,trinerve
2941,subfamily (A),,Orchidoideae,trinerve
2943,genus (E),,Schizochilus,bulbinella
2943,subfamily (A),,Orchidoideae,bulbinella
2944,genus (E),,Schizochilus,flexuosus
2944,subfamily (A),,Orchidoideae,flexuosus
2945,genus (E),,Schizochilus,zeyheri
2945,subfamily (A),,Orchidoideae,zeyheri
2947,genus (E),,Serapias,ionica
2947,subfamily (A),,Orchidoideae,ionica
2948,genus (E),,Serapias,levantina
2948,subfamily (A),,Orchidoideae,levantina
2949,genus (E),,Serapias,lingua
2949,subfamily (A),,Orchidoideae,lingua
2950,genus (E),,Serapias,neglecta
2950,subfamily (A),,Orchidoideae,neglecta
2951,genus (E),,Serapias,nurrica
2951,subfamily (A),,Orchidoideae,nurrica
2952,genus (E),,Serapias,occidentalis
2952,subfamily (A),,Orchidoideae,occidentalis
2953,genus (E),,Serapias,olbia
2953,subfamily (A),,Orchidoideae,olbia
2954,genus (E),,Serapias,orientalis
2954,subfamily (A),,Orchidoideae,orientalis
2955,subfamily (A),,Orchidoideae,parviflora
2956,genus (E),,Serapias,perez-chiscanoi
2956,subfamily (A),,Orchidoideae,perez-chiscanoi
2957,genus (E),,Serapias,vomeracea
2957,subfamily (A),,Orchidoideae,vomeracea
2959,genus (E),,Schizochilus,bulbinella
2959,subfamily (A),,Orchidoideae,bulbinella
2960,genus (E),,Schizochilus,flexuosus
2960,subfamily (A),,Orchidoideae,flexuosus
2961,genus (E),,Schizochilus,zeyheri
2961,subfamily (A),,Orchidoideae,zeyheri
2963,genus (E),,Sirindhornia,monophylla
2963,subfamily (A),,Orchidoideae,monophylla
2964,genus (E),,Sirindhornia,pulchella
2964,subfamily (A),,Orchidoideae,pulchella
2966,genus (E),,Stenoglottis,inandensis
2966,subfamily (A),,Orchidoideae,inandensis
2967,genus (E),,Stenoglottis,macloughlinii
2967,subfamily (A),,Orchidoideae,macloughlinii
2968,genus (E),,Stenoglottis,woodii
2968,subfamily (A),,Orchidoideae,woodii
2972,genus (E),,Disa,aequiloba
2972,subfamily (A),,Orchidoideae,aequiloba
2973,genus (E),,Disa,alticola
2973,subfamily (A),,Orchidoideae,alticola
2974,genus (E),,Disa,amoena
2974,subfamily (A),,Orchidoideae,amoena
2975,genus (E),,Disa,atricapilla
2975,subfamily (A),,Orchidoideae,atricapilla
2976,genus (E),,Disa,aurata
2976,subfamily (A),,Orchidoideae,aurata
2977,genus (E),,Disa,barbata
2977,subfamily (A),,Orchidoideae,barbata
2978,genus (E),,Disa,baurii
2978,subfamily (A),,Orchidoideae,baurii
2979,genus (E),,Disa,bifida
2979,subfamily (A),,Orchidoideae,bifida
2980,subfamily (A),,Orchidoideae,bivalvata
2981,genus (E),,Disa,bodkinii
2981,subfamily (A),,Orchidoideae,bodkinii
2982,genus (E),,Disa,bolusiana
2982,subfamily (A),,Orchidoideae,bolusiana
2983,genus (E),,Disa,borbonica
2983,subfamily (A),,Orchidoideae,borbonica
2984,genus (E),,Disa,bracteata
2984,subfamily (A),,Orchidoideae,bracteata
2985,genus (E),,Disa,brevicornis
2985,subfamily (A),,Orchidoideae,brevicornis
2986,genus (E),,Disa,cardinalis
2986,subfamily (A),,Orchidoideae,cardinalis
2987,genus (E),,Disa,caulescens
2987,subfamily (A),,Orchidoideae,caulescens
2988,genus (E),,Disa,cephalotes
2988,subfamily (A),,Orchidoideae,cephalotes
2989,genus (E),,Disa,chrysostachya
2989,subfamily (A),,Orchidoideae,chrysostachya
2990,subfamily (A),,Orchidoideae,comosa
2991,genus (E),,Disa,cooperi
2991,subfamily (A),,Orchidoideae,cooperi
2992,genus (E),,Disa,cornuta
2992,subfamily (A),,Orchidoideae,cornuta
2993,genus (E),,Disa,crassicornis
2993,subfamily (A),,Orchidoideae,crassicornis
2994,genus (E),,Disa,cylindrica
2994,subfamily (A),,Orchidoideae,cylindrica
2995,genus (E),,Disa,densiflora
2995,subfamily (A),,Orchidoideae,densiflora
2996,genus (E),,Disa,draconis
2996,subfamily (A),,Orchidoideae,draconis
2997,genus (E),,Disa,elegans
2997,subfamily (A),,Orchidoideae,elegans
2998,genus (E),,Disa,engleriana
2998,subfamily (A),,Orchidoideae,engleriana
2999,genus (E),,Disa,erubescens
2999,subfamily (A),,Orchidoideae,erubescens
3000,subfamily (A),,Orchidoideae,fasciata
3001,genus (E),,Disa,ferruginea
3001,subfamily (A),,Orchidoideae,ferruginea
3002,genus (E),,Disa,filicornis
3002,subfamily (A),,Orchidoideae,filicornis
3003,genus (E),,Disa,flexuosa
3003,subfamily (A),,Orchidoideae,flexuosa
3004,genus (E),,Disa,forficaria
3004,subfamily (A),,Orchidoideae,forficaria
3005,genus (E),,Disa,fragrans
3005,subfamily (A),,Orchidoideae,fragrans
3006,genus (E),,Disa,galpinii
3006,subfamily (A),,Orchidoideae,galpinii
3007,genus (E),,Disa,gladioliflora
3007,subfamily (A),,Orchidoideae,gladioliflora
3008,genus (E),,Disa,glandulosa
3008,subfamily (A),,Orchidoideae,glandulosa
3009,genus (E),,Disa,graminifolia
3009,subfamily (A),,Orchidoideae,graminifolia
3010,subfamily (A),,Orchidoideae,hallackii
3011,genus (E),,Disa,harveyana
3011,subfamily (A),,Orchidoideae,harveyana
3012,genus (E),,Disa,hians
3012,subfamily (A),,Orchidoideae,hians
3013,genus (E),,Disa,hircicornis
3013,subfamily (A),,Orchidoideae,hircicornis
3014,genus (E),,Disa,inflexa
3014,subfamily (A),,Orchidoideae,inflexa
3015,genus (E),,Disa,intermedia
3015,subfamily (A),,Orchidoideae,intermedia
3016,genus (E),,Disa,karooica
3016,subfamily (A),,Orchidoideae,karooica
3017,genus (E),,Disa,longicornu
3017,subfamily (A),,Orchidoideae,longicornu
3018,genus (E),,Disa,lugens
3018,subfamily (A),,Orchidoideae,lugens
3019,genus (E),,Disa,maculata
3019,subfamily (A),,Orchidoideae,maculata
3020,genus (E),,Disa,maculomarronina
3020,subfamily (A),,Orchidoideae,maculomarronina
3021,subfamily (A),,Orchidoideae,marlothii
3022,genus (E),,Disa,montana
3022,subfamily (A),,Orchidoideae,montana
3023,genus (E),,Disa,multifida
3023,subfamily (A),,Orchidoideae,multifida
3024,genus (E),,Disa,neglecta
3024,subfamily (A),,Orchidoideae,neglecta
3025,genus (E),,Disa,nervosa
3025,subfamily (A),,Orchidoideae,nervosa
3026,genus (E),,Disa,nivea
3026,subfamily (A),,Orchidoideae,nivea
3027,genus (E),,Disa,obliqua
3027,subfamily (A),,Orchidoideae,obliqua
3028,genus (E),,Disa,obtusa
3028,subfamily (A),,Orchidoideae,obtusa
3029,genus (E),,Disa,ocellata
3029,subfamily (A),,Orchidoideae,ocellata
3030,subfamily (A),,Orchidoideae,ochrostachya
3031,genus (E),,Disa,ophrydea
3031,subfamily (A),,Orchidoideae,ophrydea
3032,genus (E),,Disa,oreophila
3032,subfamily (A),,Orchidoideae,oreophila
3033,genus (E),,Disa,ornithantha
3033,subfamily (A),,Orchidoideae,ornithantha
3034,genus (E),,Disa,patula
3034,subfamily (A),,Orchidoideae,patula
3035,genus (E),,Disa,pillansii
3035,subfamily (A),,Orchidoideae,pillansii
3036,genus (E),,Disa,polygonoides
3036,subfamily (A),,Orchidoideae,polygonoides
3037,genus (E),,Disa,porrecta
3037,subfamily (A),,Orchidoideae,porrecta
3038,genus (E),,Disa,pulchra
3038,subfamily (A),,Orchidoideae,pulchra
3039,genus (E),,Disa,purpurascens
3039,subfamily (A),,Orchidoideae,purpurascens
3040,genus (E),,Disa,racemosa
3040,subfamily (A),,Orchidoideae,racemosa
3041,subfamily (A),,Orchidoideae,remota
3042,genus (E),,Disa,reticulata
3042,subfamily (A),,Orchidoideae,reticulata
3043,genus (E),,Disa,rhodantha
3043,subfamily (A),,Orchidoideae,rhodantha
3044,genus (E),,Disa,richardiana
3044,subfamily (A),,Orchidoideae,richardiana
3045,genus (E),,Disa,rosea
3045,subfamily (A),,Orchidoideae,rosea
3046,genus (E),,Disa,rufescens
3046,subfamily (A),,Orchidoideae,rufescens
3047,genus (E),,Disa,rungweensis
3047,subfamily (A),,Orchidoideae,rungweensis
3048,genus (E),,Disa,sabulosa
3048,subfamily (A),,Orchidoideae,sabulosa
3049,genus (E),,Disa,sagittalis
3049,subfamily (A),,Orchidoideae,sagittalis
3050,genus (E),,Disa,salteri
3050,subfamily (A),,Orchidoideae,salteri
3051,subfamily (A),,Orchidoideae,sankeyi
3052,genus (E),,Disa,satyriopsis
3052,subfamily (A),,Orchidoideae,satyriopsis
3053,genus (E),,Disa,saxicola
3053,subfamily (A),,Orchidoideae,saxicola
3054,genus (E),,Disa,schizodioides
3054,subfamily (A),,Orchidoideae,schizodioides
3055,genus (E),,Disa,schlechteriana
3055,subfamily (A),,Orchidoideae,schlechteriana
3056,genus (E),,Disa,scullyi
3056,subfamily (A),,Orchidoideae,scullyi
3057,genus (E),,Disa,spathulata ssp. spathulata
3057,subfamily (A),,Orchidoideae,spathulata ssp. spathulata
3058,genus (E),,Disa,spathulata ssp. tripartita
3058,subfamily (A),,Orchidoideae,spathulata ssp. tripartita
3059,genus (E),,Disa,stachyodes
3059,subfamily (A),,Orchidoideae,stachyodes
3060,genus (E),,Disa,stolzii
3060,subfamily (A),,Orchidoideae,stolzii
3061,genus (E),,Disa,stricta
3061,subfamily (A),,Orchidoideae,stricta
3062,subfamily (A),,Orchidoideae,subtenuicornis
3063,genus (E),,Disa,telipogonis
3063,subfamily (A),,Orchidoideae,telipogonis
3064,genus (E),,Disa,tenella
3064,subfamily (A),,Orchidoideae,tenella
3065,genus (E),,Disa,tenuifolia
3065,subfamily (A),,Orchidoideae,tenuifolia
3066,genus (E),,Disa,tenuis
3066,subfamily (A),,Orchidoideae,tenuis
3067,genus (E),,Disa,thodei
3067,subfamily (A),,Orchidoideae,thodei
3068,genus (E),,Disa,tripetaloides
3068,subfamily (A),,Orchidoideae,tripetaloides
3069,genus (E),,Disa,tysonii
3069,subfamily (A),,Orchidoideae,tysonii
3070,genus (E),,Disa,uncinata
3070,subfamily (A),,Orchidoideae,uncinata
3071,genus (E),,Disa,uniflora
3071,subfamily (A),,Orchidoideae,uniflora
3072,subfamily (A),,Orchidoideae,vaginata
3073,genus (E),,Disa,vasselotii
3073,subfamily (A),,Orchidoideae,vasselotii
3074,genus (E),,Disa,venosa
3074,subfamily (A),,Orchidoideae,venosa
3075,genus (E),,Disa,venusta
3075,subfamily (A),,Orchidoideae,venusta
3076,genus (E),,Disa,versicolor
3076,subfamily (A),,Orchidoideae,versicolor
3077,genus (E),,Disa,vigilans
3077,subfamily (A),,Orchidoideae,vigilans
3078,genus (E),,Disa,woodii
3078,subfamily (A),,Orchidoideae,woodii
3079,genus (E),,Disa,zuluensis
3079,subfamily (A),,Orchidoideae,zuluensis
3081,genus (E),,Huttonaea,grandiflora
3081,subfamily (A),,Orchidoideae,grandiflora
3082,genus (E),,Huttonaea,oreophila
3082,subfamily (A),,Orchidoideae,oreophila
3083,genus (E),,Huttonaea,pulchra
3083,subfamily (A),,Orchidoideae,pulchra
3084,genus (E),,Huttonaea,woodii
3084,subfamily (A),,Orchidoideae,woodii
3086,genus (E),,Cleistes,bella
3086,subfamily (A),,Vanilloideae,bella
3087,genus (E),,Cleistes,caloptera
3087,subfamily (A),,Vanilloideae,caloptera
3088,genus (E),,Cleistes,cipoana
3088,subfamily (A),,Vanilloideae,cipoana
